top_k,city,archetype,budget_hours,n_sightseeing,n_food,arm,drop_penalty_m,mean_pref_match,mean_quality,categories_per_day,stops,sight_stops,food_stops,km,stops_per_day,sight_per_day,km_per_stop,closed_violations,budget_overruns,days_with_meals,n_days
24,BER,Nightlife Seeker,12,22,14,scored,4000.0,0.7247,0.65,1.667,18,12,6,11.07,6.0,4.0,0.615,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,toptw,8000.0,0.7654,0.5235,1.667,19,13,6,5.79,6.333333333333333,4.333333333333333,0.30473684210526314,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,scored,8000.0,0.7247,0.65,1.667,18,12,6,11.21,6.0,4.0,0.6227777777777778,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,toptw,16000.0,0.7654,0.5235,1.667,19,13,6,5.79,6.333333333333333,4.333333333333333,0.30473684210526314,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,scored,16000.0,0.7002,0.6844,2.0,19,13,6,21.95,6.333333333333333,4.333333333333333,1.1552631578947368,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,baseline,,0.6793,0.6346,2.0,18,14,4,27.07,6.0,4.666666666666667,1.5038888888888888,0,0,1,3
24,BER,Nightlife Seeker,15,22,14,toptw,1000.0,0.792,0.4545,1.333,17,11,6,3.06,5.666666666666667,3.6666666666666665,0.18,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,scored,1000.0,0.7882,0.46,1.333,16,10,6,2.11,5.333333333333333,3.3333333333333335,0.131875,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,toptw,2000.0,0.77,0.5159,1.667,20,14,6,6.25,6.666666666666667,4.666666666666667,0.3125,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,scored,2000.0,0.7247,0.6575,1.667,18,12,6,11.01,6.0,4.0,0.6116666666666667,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,toptw,4000.0,0.7807,0.5531,1.667,23,17,6,15.27,7.666666666666667,5.666666666666667,0.6639130434782609,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,scored,4000.0,0.7247,0.65,1.667,18,12,6,11.06,6.0,4.0,0.6144444444444445,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,toptw,8000.0,0.7807,0.5531,1.667,23,17,6,15.71,7.666666666666667,5.666666666666667,0.6830434782608696,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,scored,8000.0,0.7002,0.6844,1.667,19,13,6,20.99,6.333333333333333,4.333333333333333,1.1047368421052632,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,toptw,16000.0,0.7807,0.5531,1.667,23,17,6,15.71,7.666666666666667,5.666666666666667,0.6830434782608696,0,0,3,3
24,BER,Nightlife Seeker,15,22,14,scored,16000.0,0.7002,0.6856,1.667,19,13,6,26.06,6.333333333333333,4.333333333333333,1.3715789473684212,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,baseline,,0.706,0.6478,2.0,20,17,3,31.96,6.666666666666667,5.666666666666667,1.598,0,0,0,3
24,BER,Nightlife Seeker,18,22,14,toptw,1000.0,0.792,0.4545,1.333,17,11,6,3.06,5.666666666666667,3.6666666666666665,0.18,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,scored,1000.0,0.7882,0.46,1.333,16,10,6,2.11,5.333333333333333,3.3333333333333335,0.131875,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,toptw,2000.0,0.7654,0.5248,1.667,19,13,6,5.41,6.333333333333333,4.333333333333333,0.2847368421052632,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,scored,2000.0,0.7247,0.6575,1.667,18,12,6,11.01,6.0,4.0,0.6116666666666667,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,toptw,4000.0,0.7835,0.5455,1.667,24,18,6,17.55,8.0,6.0,0.7312500000000001,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,scored,4000.0,0.7247,0.65,1.667,18,12,6,11.06,6.0,4.0,0.6144444444444445,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,toptw,8000.0,0.7807,0.5531,1.667,23,17,6,16.94,7.666666666666667,5.666666666666667,0.7365217391304347,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,scored,8000.0,0.7002,0.6844,1.667,19,13,6,20.99,6.333333333333333,4.333333333333333,1.1047368421052632,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,toptw,16000.0,0.7807,0.5531,1.667,23,17,6,16.94,7.666666666666667,5.666666666666667,0.7365217391304347,0,0,3,3
24,BER,Nightlife Seeker,18,22,14,scored,16000.0,0.6793,0.7021,2.0,20,14,6,39.45,6.666666666666667,4.666666666666667,1.9725000000000001,0,0,3,3
24,BER,Nature & Adventure,12,24,14,baseline,,0.9137,0.5662,1.0,17,12,5,39.98,5.666666666666667,4.0,2.3517647058823528,0,0,2,3
24,BER,Nature & Adventure,12,24,14,toptw,1000.0,0.9137,0.6124,0.333,9,3,6,1.9,3.0,1.0,0.21111111111111114,0,0,3,3
24,BER,Nature & Adventure,12,24,14,scored,1000.0,0.9137,0.5921,1.0,12,6,6,5.47,4.0,2.0,0.45583333333333337,0,0,3,3
24,BER,Nature & Adventure,12,24,14,toptw,2000.0,0.9137,0.6199,1.0,16,10,6,11.0,5.333333333333333,3.3333333333333335,0.6875,0,0,3,3
24,BER,Nature & Adventure,12,24,14,scored,2000.0,0.9137,0.7145,1.0,15,9,6,13.41,5.0,3.0,0.894,0,0,3,3
24,BER,Nature & Adventure,12,24,14,toptw,4000.0,0.9137,0.6217,1.0,20,14,6,19.88,6.666666666666667,4.666666666666667,0.994,0,0,3,3
24,BER,Nature & Adventure,12,24,14,scored,4000.0,0.9137,0.7319,1.0,15,9,6,15.16,5.0,3.0,1.0106666666666666,0,0,3,3
24,BER,Nature & Adventure,12,24,14,toptw,8000.0,0.9137,0.626,1.0,20,14,6,24.61,6.666666666666667,4.666666666666667,1.2305,0,0,3,3
24,BER,Nature & Adventure,12,24,14,scored,8000.0,0.9137,0.7169,1.0,15,9,6,21.27,5.0,3.0,1.418,0,0,3,3
24,BER,Nature & Adventure,12,24,14,toptw,16000.0,0.9137,0.6262,1.0,21,15,6,25.02,7.0,5.0,1.1914285714285715,0,0,3,3
24,BER,Nature & Adventure,12,24,14,scored,16000.0,0.9137,0.7169,1.0,15,9,6,21.55,5.0,3.0,1.4366666666666668,0,0,3,3
24,BER,Nature & Adventure,15,24,14,baseline,,0.9137,0.6209,1.0,21,17,4,43.55,7.0,5.666666666666667,2.0738095238095235,0,0,1,3
24,BER,Nature & Adventure,15,24,14,toptw,1000.0,0.9137,0.6124,0.333,9,3,6,1.9,3.0,1.0,0.21111111111111114,0,0,3,3
24,BER,Nature & Adventure,15,24,14,scored,1000.0,0.9137,0.6064,1.0,13,7,6,7.18,4.333333333333333,2.3333333333333335,0.5523076923076923,0,0,3,3
24,BER,Nature & Adventure,15,24,14,toptw,2000.0,0.9137,0.589,1.0,15,9,6,10.05,5.0,3.0,0.67,0,0,3,3
24,BER,Nature & Adventure,15,24,14,scored,2000.0,0.9137,0.697,1.0,15,9,6,11.9,5.0,3.0,0.7933333333333333,0,0,3,3
24,BER,Nature & Adventure,15,24,14,toptw,4000.0,0.9137,0.609,1.0,19,13,6,19.91,6.333333333333333,4.333333333333333,1.0478947368421052,0,0,3,3
24,BER,Nature & Adventure,15,24,14,scored,4000.0,0.9137,0.7218,1.0,15,9,6,13.81,5.0,3.0,0.9206666666666667,0,0,3,3
24,BER,Nature & Adventure,15,24,14,toptw,8000.0,0.9137,0.6238,1.0,25,19,6,39.09,8.333333333333334,6.333333333333333,1.5636,0,0,3,3
24,BER,Nature & Adventure,15,24,14,scored,8000.0,0.9137,0.7169,1.0,15,9,6,23.08,5.0,3.0,1.5386666666666666,0,0,3,3
24,BER,Nature & Adventure,15,24,14,toptw,16000.0,0.9137,0.5946,1.0,25,19,6,37.74,8.333333333333334,6.333333333333333,1.5096,0,0,3,3
24,BER,Nature & Adventure,15,24,14,scored,16000.0,0.9137,0.7169,1.0,15,9,6,21.05,5.0,3.0,1.4033333333333333,0,0,3,3
24,BER,Nature & Adventure,18,24,14,baseline,,0.9137,0.5913,1.0,24,20,4,59.89,8.0,6.666666666666667,2.495416666666667,0,0,1,3
24,BER,Nature & Adventure,18,24,14,toptw,1000.0,0.9137,0.6124,0.333,7,3,4,1.72,2.3333333333333335,1.0,0.24571428571428572,0,0,2,3
24,BER,Nature & Adventure,18,24,14,scored,1000.0,0.9137,0.6064,1.0,13,7,6,7.18,4.333333333333333,2.3333333333333335,0.5523076923076923,0,0,3,3
24,BER,Nature & Adventure,18,24,14,toptw,2000.0,0.9137,0.5947,1.0,20,14,6,18.02,6.666666666666667,4.666666666666667,0.901,0,0,3,3
24,BER,Nature & Adventure,18,24,14,scored,2000.0,0.9137,0.697,1.0,15,9,6,11.9,5.0,3.0,0.7933333333333333,0,0,3,3
24,BER,Nature & Adventure,18,24,14,toptw,4000.0,0.9137,0.6303,1.0,26,20,6,30.51,8.666666666666666,6.666666666666667,1.1734615384615383,0,0,3,3
24,BER,Nature & Adventure,18,24,14,scored,4000.0,0.9137,0.7218,1.0,15,9,6,13.81,5.0,3.0,0.9206666666666667,0,0,3,3
